Name,(Sonstige) Bezeichnung / Abk.,Country,Category,Verifier,URL,URL-Sprache,Verlagshaus,Twitter-Account,Nickname,Organisation,Position,Follower,Tweets,Link
"Roediger, Rene",,CH,,Vincenzo,,,,@djsojus,,tagbatt.ch,Journalist,2'111,22.9 Tsd,https://twitter.com/djsojus
"Rohr, Patrick",,CH,,Vincenzo,,,,@patrickrohrkomm,,Patrick Rohr Kommunikation GmbH,"Journalist, Moderator, Buchautor. Die Patrick Rohr Kommunikation GmbH bietet Medientrainings und Rhetorikkurse an.",2'532,342,https://twitter.com/patrickrohrkomm
"Rolli, Jrene",,CH,,Vincenzo,,,,@gluexfee,,,founder of @gluexbox. working @migros,3297,21.9 Tsd,https://twitter.com/gluexfee
"Ronner, Marc",,CH,,Vincenzo,,,,@marcronner1,,NZZ,Redaktor Nachrichtenredaktion,241,1'726,https://twitter.com/marcronner1
noé,,CH,,Vincenzo,,,,@AndriRostetter,,St.Galler Tagblatt,Leiter Ressort Ostschweiz,212,189,https://twitter.com/AndriRostetter
"Roth, Rafaela",,CH,,Vincenzo,,,,@RafaEllaRoth,,Watson News,Journalistin,422,474,https://twitter.com/RafaEllaRoth
"Röthlin, Thomas",,CH,,Vincenzo,,,,@tro1975,,AZ Medien,Journalist and Deputy Editor-in-Chief,182,246,https://twitter.com/tro1975
"Röthlisberger, Peter",,CH,,Vincenzo,,,,@pRoeth,,Blick am Abend,Chefredaktor,216,22,https://twitter.com/pRoeth
"Rothmund, Manuel",,CH,,Vincenzo,,,,@RothmundManuel,,SRF 3,"Radio-Reporter, Journalist",444,845,https://twitter.com/RothmundManuel
"Ruef, Nino",,"Bern, Berlin, Brooklyn",,Vincenzo,,,,@ninoruef,,,"Business, Media, Entertainment",4'041,7'743,https://twitter.com/ninoruef
"Ruffo, Nicola ",,CH,,Vincenzo,,,,@nicolaruffo,,SRF,Journalist,694,364,https://twitter.com/nicolaruffo
"Ruoff, Robert",,CH,,Vincenzo,,,,@robert_ruoff,,,,12,17,https://twitter.com/robert_ruoff
"Ruoss, Sven",,CH,,Vincenzo,,,,@SvenRuoss,,Watson News,Leiter Unternehmensentwicklung,1'009,3'250,https://twitter.com/SvenRuoss
"Russ-Mohl, Stephan",,CH,,Vincenzo,,,,@srussmohl,,,"Media researcher and journalist - director ot the European Journalism Observatory, Lugano",165,7,https://twitter.com/srussmohl
"Rutishauser, Arthur",,CH,,Vincenzo,,,,@rutishau,,SonntagsZeitung,Chefredaktor ,1'051,344,https://twitter.com/rutishau
"Rutschmann, Martina",,CH,,Vincenzo,,,,@M_Rutschmann,,,Journalistin,1'548,2'267,https://twitter.com/M_Rutschmann
"Rutz, Eveline",,CH,,Vincenzo,,,,@evrutz,,,Journalistin,538,158,https://twitter.com/evrutz
"Sahli, Jürgen",,CH,,Vincenzo,,,,@Salisahli,,Radio Argovia Schweiz,Chefredaktor,199,241,https://twitter.com/Salisahli
"Salzmann, Claudia",,CH,,Vincenzo,,,,@C_L_A,,Berner Zeitung,"Redaktorin bei @Bernerzeitung, freie Mitarbeiterin bei @nzzcampus ",323,252,https://twitter.com/C_L_A
"Sangines, Alan David ",,CH,,Vincenzo,,,,@ADSangines,,,Gemeinderat der Stadt Zürich,838,2107,https://twitter.com/ADSangines
"Sansoni, Marco",,CH,,Vincenzo,,,,@elmarconi,,,"Student, Fotograf und freischaffender Journalist, öV-Kritiker",224,1'892,https://twitter.com/elmarconi
"Sartorius, Benedikt",,CH,,Vincenzo,,,,@bsartorius,,,Journalist,570,723,https://twitter.com/bsartorius
"Sautter, Alexander",,CH,,Vincenzo,,,,@asautter,,,Journalist,3'870,3'872,https://twitter.com/asautter
"Schaerer, Karen ",,CH,,Vincenzo,,,,@KarenSchaerer,,,Journalistin,289,55,https://twitter.com/KarenSchaerer
"Schaerer, Lino",,CH,,Vincenzo,,,,@lininho11,,Bieler Tagblatt,Journalist/Redaktor,110,70,https://twitter.com/lininho11
"Schäfer, David",,CH,,Vincenzo,,,,@davidschaeferch,,,"Co-founder @SOMEXCLOUD Social Media & Digital Communication - Academy, Consulting, Publishing. MScom & MA in Law",2345,2275,https://twitter.com/davidschaeferch
"Schaffner, David",,CH,,Vincenzo,,,,@SchaffnerDavid,,,Journalist,1'078,290,https://twitter.com/SchaffnerDavid
"Schär, Hansruedi",,CH,,Vincenzo,,,,@h_schaer,,Schweizer Radio und Fernsehen SRF,Journalist,434,205,https://twitter.com/h_schaer
"Schär, Markus",,CH,,Vincenzo,,,,@SchaerWords,,Weltwoche,"Journalist (""Bundeshäusler"")",920,2'023,https://twitter.com/SchaerWords
"Schaub, Christian",,CH,,Vincenzo,,,,@gueq,,SRF,Redaktor Kultur Online,185,185,https://twitter.com/gueq
"Schell, Michèle",,CH,,Vincenzo,,,,@schellmisch,,NZZ,"Nachrichtenredaktion, Leiterin Webproduktion",262,1704,https://twitter.com/schellmisch
"Schenkel, Ronald",,CH,,Vincenzo,,,,@RonySchenkel,,NZZ Campus,Redaktionsleiter,309,82,https://twitter.com/RonySchenkel
"Scherrer, Reto",,CH,,Vincenzo,,,,@RetoScherrer,,SRF,"DJ, Radio- und Fernsehmoderator / Redaktor bei Schweizer Radio und Fernsehen SRF",480,129,https://twitter.com/RetoScherrer
"Scherrer, Simon ",,CH,,Vincenzo,,,,@simonscherrer,,,Co-Präsident up!schweiz (@upschweiz),527,4135,https://twitter.com/simonscherrer
"Scheu, Nina",,CH,,Vincenzo,,,,@BellevueNina,,,"Freelance Journalist, filmcritic, editor @Ciné-Bulletin, union/syndicalist, head of communications ",169,28,https://twitter.com/BellevueNina
"Schilliger, Michael",,CH,,Vincenzo,,,,@MSchilliger,,"NZZ, montagsmailer.ch","Journalist, Chefredaktor",457,564,https://twitter.com/MSchilliger
"Schlatter, Reto",,CH,,Vincenzo,,,,@retoschlatter,,,"Studienleiter am maz, Organisationsberater und Coach BSO, Medientrainer http://www.visias.ch",152,30,https://twitter.com/retoschlatter
"Schmid, Beat",,CH,,Vincenzo,,,,@beatschmid,,Schweiz am Sonntag,Journalist,1'048,422,https://twitter.com/beatschmid
"Schmid, Claudio ",,CH,,Vincenzo,,,,@claudio_schmid,,,Zürcher Kantonsrat | SVP | Unternehmer | http://www.kantonsrat.zh.ch  | Politik für den Kanton Zürich,1368,824,https://twitter.com/claudio_schmid
"Schmid, Erwin",,CH,,Vincenzo,,,,@ErwinSchmid,,SRF,Senior correspondent,516,63,https://twitter.com/ErwinSchmid
"Schmid, Simon",,CH,,Vincenzo,,,,@schmid_simon,,Tages-Anzeiger,"Wirtschaftsreporter, Gelegenheitsblogger bei iconomix.ch",681,2'579,https://twitter.com/schmid_simon
"Schmid, Stefan",,CH,,Vincenzo,,,,@fremdefedern,,Südostschweiz,Redaktor,392,2'027,https://twitter.com/fremdefedern
"Schmid, Stefan",,CH,,Vincenzo,,,,@StefanSchmid78,,"Aargauer Zeitung, Südostschweiz",Leiter Bundeshausredaktion,240,9,https://twitter.com/StefanSchmid78
"Schmidli, Julian",,CH,,Vincenzo,,,,@julianschmidli,,SonntagsZeitung und Tages-Anzeiger,Datadriven reporter at Swiss investigative teams,1'708,3'310,https://twitter.com/julianschmidli
"Schmidt, Claudia",,CH/D,,Vincenzo,,,,@foolforfood_de,,,"Journalist, Author, Photographer",2'407,10.8 Tsd,https://twitter.com/foolforfood_de
"Schneeberger, Hans",,CH,,Vincenzo,,,,@Hschneebi,,Migrosmagazin,Chefredaktor,260,453,https://twitter.com/Hschneebi
"Schneider, U. Reto",,CH,,Vincenzo,,,,@retouschneider,,NZZ Folio,Author of The Mad Science Book (Quercus 2008). Deputy Editor of NZZ Folio.,316,252,https://twitter.com/retouschneider
"Schnyder, Stefan",,CH,,Vincenzo,,,,@Schnyderlopez,,Berner Zeitung,Leiter Ressort Wirtschaft,202,276,https://twitter.com/Schnyderlopez
"Schönenberger, Michael",,CH,,Vincenzo,,,,@mscnzz,,NZZ,Inlandredaktor,211,86,https://twitter.com/mscnzz
"Schöpfer, Linus",,CH,,Vincenzo,,,,@L_Schoepfer,,Tages-Anzeiger,Kulturredaktor ,438,906,https://twitter.com/L_Schoepfer
"Schräder, Adrian",,CH,,Vincenzo,,,,@youngtopo,,,Music Journalist,157,232,https://twitter.com/youngtopo
"Schranz, Mario",,CH ,,Vincenzo,,,,@mario_schranz,,fög,Medienforscher,59,102,https://twitter.com/mario_schranz
"Schubarth, Monika",,CH,,Vincenzo,,,,@monikaschubarth,,,Journalistin,151,322,https://twitter.com/monikaschubarth
"Schubert, Carla",,CH,,Vincenzo,,,,@schube_ca,,SRF News,Journalistin,417,118,https://twitter.com/schube_ca
"Schubiger, Ursula",,CH ,,Vincenzo,,,,@schube_13,,SRF3,"Journalistin, Chroniqueur, Reporterin",777,1'717,https://twitter.com/schube_13
"Schuppisser, Raffael",,CH,,Vincenzo,,,,@raff_schupp,,"Schweiz am Sonntag, Die Nordwestschweiz",Journalist,384,676,https://twitter.com/raff_schupp
"Schürer, Andreas",,CH,,Vincenzo,,,,@AndreasSchuerer,,NZZ,Journalist,217,312,https://twitter.com/AndreasSchuerer
"Schüssler, Matthias",,CH,,Vincenzo,,,,@MrClicko,,TagesAnzeiger,"Journalist, blogger, radio man",1'739,"14,7 Tsd",https://twitter.com/MrClicko
"Schwab, Florian",,CH,,Vincenzo,,,,@FlorianSchwab,,Weltwoche,,443,1'175,https://twitter.com/FlorianSchwab
"Schwald, Andreas",,CH,,Vincenzo,,,,@schwalet,,Telebasel/7vor7,Journalist/Redaktionsleiter,698,1'495,https://twitter.com/schwalet
"Schwartz, Claudia",,CH,,Vincenzo,,,,@cesgezwitscher,,NZZ,Journalistin ,272,343,https://twitter.com/cesgezwitscher
"Schwarzenbach, Robin",,CH,,Vincenzo,,,,@RoSchwarzenbach,,NZZ,Journalist,143,743,https://twitter.com/RoSchwarzenbach
"Schwede, Barbara",,CH,,Vincenzo,,,,@barbaraschwede,,,"#CommunityManager, #Krisenkommunikation, teaching at FHNW, @somexcloud & MAZ",2692,2641,https://twitter.com/barbaraschwede
"Schwede, Mike",,CH,,Vincenzo,,,,@mikeschwede,,,"Co-Founder of @cooala - makes your website social. Entrepreneur, Digital Strategist, Speaker. Lecturing @FHNW, @ZHAW, @somexcloud, @hslu.",7199,26.5 Tsd,https://twitter.com/mikeschwede
"Schwegler, Gabi",,CH,,Vincenzo,,,,@gabischwegler,,SonntagsZeitung,Journalistin,809,266,https://twitter.com/gabischwegler
"Schweizer, Silvan",,CH,,Vincenzo,,,,@SchweizerSilvan,,"TagesAnzeiger, SonntagsZeitung",Sportjournalist,329,779,https://twitter.com/SchweizerSilvan
"Scruzzi, Davide",,CH,,Vincenzo,,,,@DavideScruzzi,,NZZ,Historiker und Inlandredaktor,296,165,https://twitter.com/DavideScruzzi
"Seibt, Constantin",,CH,,Vincenzo,,,,@ConstSeibt,,Tages-Anzeiger,,6'024,912,https://twitter.com/ConstSeibt
"Sennhauser, Michael",,CH,,Vincenzo,,,,@sennhauser,,SRF,Film-Journalist,909,3'975,https://twitter.com/sennhauser
"Sennhauser, Peter",,San Francisco/Basel,,Vincenzo,,,,@psennhauser,,,Journalist/ProBlogger,1'349,1'723,https://twitter.com/psennhauser
"Senti, Martin",,CH,,Vincenzo,,,,@martinsenti,,NZZ,"Journalist, Ressortleiter (NZZ Meinung)",498,254,https://twitter.com/martinsenti
"Settele, Claude",,CH,,Vincenzo,,,,@claudesettele,,,"schreibt für Medien über Technik und Internet, Journalist",397,787,https://twitter.com/claudesettele
"Sieber, David",,CH,,Vincenzo,,,,@CR_Sieber,,Die Südostschweiz,Journalist,2'086,4'148,https://twitter.com/CR_Sieber
"Sigg, Stephan",,CH,,Vincenzo,,,,@StephanSigg,,,"Autor, journalist, Theologe",1'080,7'705,https://twitter.com/StephanSigg
"Signer, David",,CH,,Vincenzo,,,,@SignerDavid,,NZZ,Journalist,234,56,https://twitter.com/SignerDavid
"Sigrist, Madeleine",,CH,,Vincenzo,,,,@MadSigrist,,Watson News,Editor,173,104,https://twitter.com/MadSigrist
"Skinner, Barnaby",,CH,,Vincenzo,,,,@BarJack,,SonntagsZeitung,Journalist & Tech Editor,2'971,7'382,https://twitter.com/BarJack
"Sommerhalder, Maja",,CH,,Vincenzo,,,,@MajaKolumna,,20 Minuten,Reporterin,579,260,https://twitter.com/MajaKolumna
"Soukup, Michael",,CH,,Vincenzo,,,,@nachdenkend,,Tages-Anzeiger,Print-Journalist,835,980,https://twitter.com/nachdenkend
"Specker, Roland",,CH,,Vincenzo,,,,@immermeer,,News Online SRF,Stv. Leiter News Online,225,194,https://twitter.com/immermeer
"Spillmann, Markus",,CH,,Vincenzo,,,,@SpillmannNZZ,,,Journalist / Medienmanager,6207,1248,https://twitter.com/SpillmannNZZ
"Spillmann, Roger",,CH,,Vincenzo,,,,@SpillmannRoger,,Energy Zürich (NRJ Zürich),Programmleiter,196,151,https://twitter.com/SpillmannRoger
"Spirgi, Dominique",,CH,,Vincenzo,,,,@Dospi,,,PR Management and Journalism,269,188,https://twitter.com/Dospi
"Spitzenpfeil, Ruth",,CH,,Vincenzo,,,,@Rspitzenpfeil,,,"Journalistin (spi.) kümmert sich um all das, wovon auch NZZ-Leser träumen, schläft probeweise in fremden Federn und ist inoffizielle Engadin-Korrespondentin",103,29,https://twitter.com/Rspitzenpfeil
"Spreiter, Mirjam",,CH,,Vincenzo,,,,@spreiter,,SRF,Journalistin ,249,109,https://twitter.com/spreiter
"Stadler, Connie",,CH,,Vincenzo,,,,@ConnieStadler,,Radio Rottu Oberwallis (rro),Produktion,108,120,https://twitter.com/ConnieStadler
"Städler, Iwan",,CH,,Vincenzo,,,,@Iwan_Staedler,,Tages-Anzeiger ,Journalist,2'231,430,https://twitter.com/Iwan_Staedler
"Stadler, Rainer",,CH,,Vincenzo,,,,@sarsarsar,,,,2'225,1'723,https://twitter.com/sarsarsar
"Staedeli, Markus",,CH,,Vincenzo,,,,@mstaedeli,,Neue Zuercher Zeitung,Business and Personal Finance section,159,3,https://twitter.com/mstaedeli
"Staeuble, Mario",,CH,,Vincenzo,,,,@mario_staeuble,,Tages-Anzeiger,,347,157,https://twitter.com/mario_staeuble
"Stamm, Thomas",,CH,,Vincenzo,,,,@turmac,,NZZ,Leitender Redaktor Mobile & Apps,153,159,https://twitter.com/turmac
"Stampfli, David ",,CH,,Vincenzo,,,,@David_Stampfli,,,SP Stadtrat von Bern | Parteisekretär SP Kanton Bern | Präsident Pro Velo Bern |,778,1864,https://twitter.com/David_Stampfli
"Stark, Alexandra",,CH,,Vincenzo,,,,@alexandrastark,,,"Journalistin, Ausbildnerin, Bloggerin",1'244,3'049,https://twitter.com/alexandrastark
"Staub, Peter",,CH,,Vincenzo,,,,@PeterStaubBiel,,Bieler Tagblatt,Redaktor,149,758,https://twitter.com/PeterStaubBiel
"Stauffacher, Reto",,CH,,Vincenzo,,,,@stauffre,,,Journalist und Student,174,529,https://twitter.com/stauffre
"Steffen, Oliver",,CH,,Vincenzo,,,,@oliversteffen,,TeleZüri / TalkTäglich,TV-Journalist / Host,1'299,1'637,https://twitter.com/oliversteffen
"Steffen, Tamara",,CH,,Vincenzo,,,,@tamarasteffen,,SRF,Musikjournalistin,787,1'537,https://twitter.com/tamarasteffen
"Steglich, Florian",,CH,,Vincenzo,,,,@fst,,NZZ Labs,Journalist,2'105,4'056,https://twitter.com/fst
"Steier, Henning",,CH,,Vincenzo,,,,@henning_steier,,Neue Zürcher Zeitung,Redakteur im Ressort Digital,5'543,6'971,https://twitter.com/henning_steier
"Steiner, Judith",,CH,,Vincenzo,,,,@Jeduta,,Joody.TV,"Videojournalistin, Videoproduzentin, Macherin von Joody.TV",2'163,3'530,https://twitter.com/Jeduta
"Steiner, Jürg",,CH,,Vincenzo,,,,@Guegi,,Berner Zeitung,Journalist,214,99,https://twitter.com/Guegi
"Steiner, Rüdi",,CH,,Vincenzo,,,,@rsteiner111,,blick.ch,Chefredaktor,263,96,https://twitter.com/rsteiner111
"Steiner, Sam",,CH,,Vincenzo,,,,@samsteiner,,,KMU-Web-Trainer.,3951,22.2 Tsd,https://twitter.com/samsteiner
"Steiner, Urs",,CH,,Vincenzo,,,,@steinerurs,,,Editor,122,33,https://twitter.com/steinerurs
"Steinmann, Gilles",,CH,,Vincenzo,,,,@Gilles_St,,NZZ ,"Photo Editor for Neue Zürcher Zeitung (NZZ), Switzerland.",250,243,https://twitter.com/Gilles_St
"Stiefel, Sarah",,CH,,Vincenzo,,,,@cieletta,,,"marketing-communication 'something' believing in culture and community 
strategies. living behind lac léman & around SBB e-business #contentmarketing",844,1666,https://twitter.com/cieletta
"Stifel, Reto",,CH,,Vincenzo,,,,@restif,,Engadiner Post,Chefredaktor,108,83,https://twitter.com/restif
"Stocker, Eliane",,CH,,Vincenzo,,,,@ZeitZzeugin,,Basilisk Morgenshow Fricktal,Moderatorin ,538,256,https://twitter.com/ZeitZzeugin
"Stoll, Martin",,CH,,Vincenzo,,,,@freiedokumente,,RechercheDesk von SonntagsZeitung und Le Matin Dimanche und ist Vizepräsident von investigativ.ch,,1'172,528,https://twitter.com/freiedokumente
"Strebel, Luca ",,CH,,Vincenzo,,,,@StrebelLuca,,,"Co-President @JCVPKtSolothurn, Board @CVPKtSolothurn",1474,9259,https://twitter.com/StrebelLuca
"Strehle, Res",,CH,,Vincenzo,,,,@resstrehle,,Tages-Anzeiger,Chefredaktor,1'590,46,https://twitter.com/resstrehle
"Stricker, Christoph",,CH,,Vincenzo,,,,@strickerCh,,SRF,Tagesleiter/Redaktor,100,17,https://twitter.com/strickerCh
"Strohm, David",,CH,,Vincenzo,,,,@dst11,,,Journalist,1'014,932,https://twitter.com/dst11
"Strohm, Volker",,CH,,Vincenzo,,,,@volkerstrohm,,"Schweizer Wirtschaftsnetz, Axel Springer Schweiz, handelszeitung.ch, bilanz.ch, finanzen.ch",Stv. Chefredaktor,1'375,3'404,https://twitter.com/volkerstrohm
"Stroppel, Dominik",,CH,,Vincenzo,,,,@d_stroppel,,joiz.ch (Zürich) und joiz.de (Berlin),coo & co-founder of social tv,928,5'420,https://twitter.com/d_stroppel
"Studer, Ruedi",,CH,,Vincenzo,,,,@ruedistuder,,,Bundeshaus-Journalist,684,103,https://twitter.com/ruedistuder
"Stürmer, Matthias ",,CH,,Vincenzo,,,,@maemst,,,member of city parliament of Bern (EVP Stadtrat),1617,3957,https://twitter.com/maemst
"Sturzenegger, Martin ",,CH,,Vincenzo,,,,@Marsjournal,,Tages-Anzeiger/Newsnet,Journalist,378,625,https://twitter.com/Marsjournal
"Sturzenegger, Sabina",,CH,,Vincenzo,,,,@sabibabi,,watson.ch,,308,618,https://twitter.com/sabibabi
"Surbeck, Willy",,CH,,Vincenzo,,,,@WillySurbeck,,Telebasel,Chefredaktor,164,10,https://twitter.com/WillySurbeck
"Surber, Kaspar",,CH,,Vincenzo,,,,@KasparSurber,,Wochenzeitung,Journalist,591,186,https://twitter.com/KasparSurber
"Tanda, Jean François",,CH,,Vincenzo,,,,@JFTanda,,,Journalist & Jurist,698,1'117,https://twitter.com/JFTanda
"Tanner, Samuel",,CH,,Vincenzo,,,,@tanner_samuel,,Basler Zeitung,Inlandreporter,187,182,https://twitter.com/tanner_samuel
"Teuwsen, Peer",,CH,,Vincenzo,,,,@peerteuwsen,,,Ressortleiter der ZEIT:Hamburg und Herausgeber Schweizer Seiten der ZEIT,3'514,787,https://twitter.com/peerteuwsen
"Thali, Irene",,CH,,Vincenzo,,,,@Irene_Thali,,Director Of Sales & Marketing bei Congress Centre Kursaal Interlaken AG / Interlaken Congress & Events ,Journalistin und Kommunikatorin,868,2'643,https://twitter.com/Irene_Thali
"Thalmann, Urs",,CH,,Vincenzo,,,,@ursthalmann,,,Secretary General - Directeur - Geschäftsführer impressum - Journalist's Federation of Switzerland #impressumCH,162,270,https://twitter.com/ursthalmann
"Thelly, Reena",,CH,,Vincenzo,,,,@ReenaThelly,,,,196,250,https://twitter.com/ReenaThelly
"Thier, Jenni",,CH,,Vincenzo,,,,@stehsatz,,NZZ,Journalistin,982,6029,https://twitter.com/stehsatz
"Thiriet, Maurice",,CH,,Vincenzo,,,,@DickMo,,watson.ch,Inlandredaktor (TagesAnzeiger),2'359,3'132,https://twitter.com/DickMo
"Thiriet, Simon",,CH,,Vincenzo,,,,@simonthiriet,,,,636,916,https://twitter.com/simonthiriet
"Thomann, Marco",,CH,,Vincenzo,,,,@MarcoThomann,,SRF,Radiomoderator,390,170,https://twitter.com/MarcoThomann
"Thomi, Nik",,CH,,Vincenzo,,,,@nikthomi,,,,284,26,https://twitter.com/nikthomi
"Thommen, David",,CH,,Vincenzo,,,,@davidthommen,,BaZ,Journalist,282,133,https://twitter.com/davidthommen
"Thommen, Ramona",,CH,,Vincenzo,,,,@RamonaThommen,,,Journalistin ,351,224,https://twitter.com/RamonaThommen
"Thüler, Daniel",,CH,,Vincenzo,,,,@DanielThueler,,Schaffhauser Bock,Chefredaktor,102,11,https://twitter.com/DanielThueler
"Thut, Andreas",,CH,,Vincenzo,,,,@a2t,,Swiss diabetes / Ypsomed,Digital project manager & journalist working,798,3'102,https://twitter.com/a2t
"Topçu, Cem",,CH,,Vincenzo,,,,@topcucem,,,"Editor-in-Chief, Gründer und Partner bei @blogbusters",190,2'381,https://twitter.com/topcucem
"Torriani, Mario",,CH,,Vincenzo,,,,@twitorriani,,SRF,,6'375,1'545,https://twitter.com/twitorriani
"Traber, Claudine",,CH,,Vincenzo,,,,@syndicat,,Schweizer Mediengewerkschaft,SSM-Webredaktorin und Gleichstellungsbeauftragte,689,1'200,https://twitter.com/syndicat
"Trachsel, Stefan",,Australien,,Vincenzo,,,,@stefantra,,Night editor for Swiss media (sda - Schweizerische Depeschenagentur AG),"Journalist, Nachrichtenredaktor (sda, @watson_news) based in Sydney",357,284,https://twitter.com/stefantra
"Trede, Aline",,CH,,Vincenzo,,,,@alinetrede,,,Nationalrätin Grüne / Bern,4'057,3635,https://twitter.com/alinetrede
"Trentin, Alexander",,CH,,Vincenzo,,,,@FreeAndOpenMind,,Finanz und Wirtschaft FuW News,Financial journalist,188,2'572,https://twitter.com/FreeAndOpenMind
"Tröhler, Janosch",,CH,,Vincenzo,,,,@janoschtroehler,,Redaktionsleiter @negativewhite,"Journalist, Redaktionsleiter",435,2'734,https://twitter.com/janoschtroehler
"Tschirky, Luzia",,CH,,Vincenzo,,,,@LuziaTschirky,,SRF 1 Rundschau,Journalistin,1'543,2'655,https://twitter.com/LuziaTschirky
"Tschudin, Patrik",,CH,,Vincenzo,,,,@patsch,,,ex-science journalist - now student,1'636,8'792,https://twitter.com/patsch
"Tuchschmid, Ivo",,CH,,Vincenzo,,,,@IvoTuchschmid,,az Aargauer Zeitung / Die Nordwestschweiz,"Leiter Redaktionssekretariat, der Chefsekretärin",367,106,https://twitter.com/IvoTuchschmid
Ugugu,,Teheran,,Vincenzo,,,,@Ugugu,,,,2'056,14.7 Tsd,https://twitter.com/Ugugu
"Unholz, Felix",,CH,,Vincenzo,,,,@FelixUnholz,,Ostschweizer Radio FM1,Moderator,1'110,845,https://twitter.com/FelixUnholz
"Urech, Marcel",,CH,,Vincenzo,,,,@zveo,,Netzwoche,Redaktor,245,20,https://twitter.com/zveo
"Vakaridis, Mary",,CH,,Vincenzo,,,,@vakaridis,,Bilan-tamedia,Journalistin,396,685,https://twitter.com/vakaridis
"van Huisseling, Mark",,CH,,Vincenzo,,,,@MyMvH,,,"Kolumnist, Zeitschriftenmacher und Autor",662,99,https://twitter.com/MyMvH
"Velati, Maurice",,CH,,Vincenzo,,,,@moeru5712,,"Schweizer Radio und Fernsehen SRF, Regionalredaktion Aargau Solothurn / Fachstab MIKA / mvmedia","Radio- und Onlinejournalist, Medientrainer Hobby-Blogger",590,1'116,https://twitter.com/moeru5712
"Vetsch, Mona",,CH,,Vincenzo,,,,@mona_vetsch,,SRF 3,monAMorgen,11.8 Tsd,903,https://twitter.com/mona_vetsch
"Vetter, Stefan",,CH,,Vincenzo,,,,@StefanVetter,,,"AdWords Consultant & CEO @Wortspiel, co-organizer @ProductHuntCH, investor @PeakVC",11.4 Tsd,8176,https://twitter.com/StefanVetter
"Villiger H, Barbara",,CH,,Vincenzo,,,,@Barbaravil,,NZZ,Journalistin,331,1261,https://twitter.com/Barbaravil
"Vogel, Artur K.",,CH,,Vincenzo,,,,@VogelAK,,,,984,384,https://twitter.com/VogelAK
"Vogt, Patrick",,CH,,Vincenzo,,,,@pvogt77,,Radio Argovia,"Journalist, Möchtegernsatiriker (SIGGEness in PASCHIstan)",288,1'051,https://twitter.com/pvogt77
"Vogt, Reto",,CH,,Vincenzo,,,,@revogt,,MigrosMagazin?,Journalist,918,2'450,https://twitter.com/revogt
"Voigt, Hansi",,CH,,Vincenzo,,,,@hansi_voigt,,Watson,Geschäftsführer und Chefredaktor von Watson,3'698,829,https://twitter.com/hansi_voigt
"Vollmer, Jürg",,CH,,Vincenzo,,,,@juergvollmer,,,Journalist,453,2'777,https://twitter.com/juergvollmer
"von Allmen, Fabian",,CH,,Vincenzo,,,,@FabianvonAllmen,,TeleBernTV,Journalist,124,136,https://twitter.com/FabianvonAllmen
"Von Bergen, Stefan",,CH,,Vincenzo,,,,@StefanvonBergen,,Berner Zeitung,"Journalist, Redaktor",220,70,https://twitter.com/StefanvonBergen
"von Grünigen, Franziska",,CH,,Vincenzo,,,,@fvongruenigen,,SRF 3,Moderatorin ,5'494,5'169,https://twitter.com/fvongruenigen
"von Grünigen, Thomas",,CH,,Vincenzo,,,,@tvongruenigen,,SRF Rundschau,"TV-Reporter
Designierter #SRF-Korrespondent in New York (ab 1.1.2015). Zurzeit TV-Reporter und VJ bei der #srfrundschau in Zürich.",1'951,2'250,https://twitter.com/tvongruenigen
"von Gunten, Reeto",,CH,,Vincenzo,,,,@reetovongunten,,,,10'600,3'572,https://twitter.com/reetovongunten
"Vonarburg, Stephanie",,CH,,Vincenzo,,,,@Svonarburg,,Mediengewerkschaft syndicom,Zentralsekretärin und Juristin,136,265,https://twitter.com/Svonarburg
"Vonarburg, Verena",,CH,,Vincenzo,,,,@verenavonarburg,,VSM,Direktorin Verband Schweizer Medien,150,8,https://twitter.com/verenavonarburg
"Vuichard, Florence",,CH,,Vincenzo,,,,@f_vuichard,,Bilanz,,1'691,391,https://twitter.com/f_vuichard
"Wacker, Gaudenz",,CH,,Vincenzo,,,,@GaudenzWacker,,Radio SRF,Journalist,1'093,1'303,https://twitter.com/GaudenzWacker
"Walch, Bettina",,CH,,Vincenzo,,,,@bettinawalch,,,,938,319,https://twitter.com/bettinawalch
"Walser, Rahel",,CH,,Vincenzo,,,,@Reidschl,,Schweizer Radio und Fernsehen SRF,Journalistin,489,279,https://twitter.com/Reidschl
"Walt, Peter",,CH,,Vincenzo,,,,@peterwalt,,"SRF 3 World Music Special, Sonntagnacht mit Peter Walt",Moderator,501,226,https://twitter.com/peterwalt
"Walter, Nik",,CH,,Vincenzo,,,,@ScienceNik,,SonntagsZeitung,"Sci, Med & Tech Editor",334,1'866,https://twitter.com/ScienceNik
"Wälti, Manuel",,CH,,Vincenzo,,,,@manuelwaelti,,Radio Argovia,,725,8'565,https://twitter.com/manuelwaelti
"Wälty, Peter",,CH,,Vincenzo,,,,@peter_waelty,,,,306,16,https://twitter.com/peter_waelty
"Wampfler, Philippe",,CH,,Vincenzo,,,,@phwampfler,,Kantonsschule Wettingen,Lehrer,3'482,34.4 Tsd,https://twitter.com/phwampfler
"Wanner, Aline",,CH,,Vincenzo,,,,@aline_wanner,,,Journalistin,2'334,613,https://twitter.com/aline_wanner
